Fecha,Usd_blue,Usd_oficial,Var_Por,econ,bcra,misc,pres,fina,trea
2006-12-06,3.065,3.06,0.1634,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-07,3.0675,3.06,0.2451,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-08,3.0675,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-11,3.0675,3.06,0.2451,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-12,3.0675,3.06,0.2451,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-13,3.07,3.06,0.3268,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-14,3.0925,3.06,1.0621,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-15,3.08,3.06,0.6536,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-18,3.0775,3.06,0.5719,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-19,3.08,3.06,0.6536,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-20,3.075,3.05,0.8197,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-21,3.0675,3.05,0.5738,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-22,3.07,3.05,0.6557,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-25,3.07,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-26,3.0875,3.07,0.57,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-27,3.0925,3.08,0.4058,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-28,3.09,3.07,0.6515,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2006-12-29,3.09,3.07,0.6515,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-01,3.09,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-02,3.0875,3.06,0.8987,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-03,3.0875,3.06,0.8987,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-04,3.0975,3.07,0.8958,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-05,3.1,3.08,0.6494,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-08,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-09,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-10,3.1,3.08,0.6494,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-11,3.1025,3.08,0.7305,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-12,3.1025,3.08,0.7305,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-15,3.105,3.08,0.8117,Felisa Miceli,Hernán Martín Pérez Redrado,Fin del Corralito,Sin Dato,Sin Dato,Sin Dato
2007-01-16,3.105,3.08,0.8117,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-17,3.105,3.08,0.8117,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-18,3.11,3.08,0.974,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-19,3.1075,3.08,0.8929,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-22,3.1125,3.09,0.7282,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-23,3.1125,3.1,0.4032,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-24,3.115,3.1,0.4839,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-25,3.12,3.09,0.9709,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-26,3.125,3.1,0.8065,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-29,3.115,3.11,0.1608,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-30,3.1225,3.11,0.4019,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-01-31,3.1225,3.11,0.4019,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-01,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-02,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-05,3.125,3.1,0.8065,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-06,3.1225,3.1,0.7258,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-07,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-08,3.115,3.1,0.4839,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-09,3.1125,3.1,0.4032,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-12,3.1075,3.11,-0.0804,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-13,3.11,3.1,0.3226,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-14,3.1075,3.1,0.2419,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-15,3.115,3.1,0.4839,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-16,3.1125,3.1,0.4032,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-19,3.115,3.1,0.4839,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-20,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-21,3.125,3.1,0.8065,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-22,3.1225,3.1,0.7258,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-23,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-26,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-27,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-02-28,3.1125,3.1,0.4032,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-01,3.11,3.1,0.3226,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-02,3.1125,3.1,0.4032,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-05,3.1125,3.1,0.4032,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-06,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-07,3.1175,3.1,0.5645,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-08,3.1225,3.1,0.7258,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-09,3.125,3.1,0.8065,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-12,3.1175,3.1,0.5645,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-13,3.115,3.1,0.4839,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-14,3.115,3.1,0.4839,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-15,3.125,3.1,0.8065,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-16,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-19,3.1175,3.1,0.5645,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-20,3.1175,3.1,0.5645,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-21,3.1175,3.1,0.5645,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-22,3.1225,3.1,0.7258,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-23,3.1225,3.1,0.7258,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-26,3.1225,3.1,0.7258,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-27,3.1325,3.11,0.7235,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-28,3.135,3.11,0.8039,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-29,3.1275,3.1,0.8871,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-03-30,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-02,3.12,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-03,3.11,3.1,0.3226,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-04,3.1075,3.1,0.2419,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-05,3.1075,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-06,3.1075,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-09,3.1075,3.1,0.2419,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-10,3.115,3.09,0.8091,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-11,3.115,3.09,0.8091,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-12,3.12,3.09,0.9709,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-13,3.1225,3.09,1.0518,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-16,3.1275,3.09,1.2136,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-17,3.1225,3.08,1.3799,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-18,3.1225,3.08,1.3799,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-19,3.1275,3.09,1.2136,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-20,3.125,3.09,1.1327,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-23,3.12,3.09,0.9709,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-24,3.12,3.08,1.2987,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-25,3.1225,3.08,1.3799,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-26,3.12,3.09,0.9709,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-27,3.12,3.09,0.9709,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-04-30,3.12,3.09,0.9709,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-01,3.12,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-02,3.1175,3.08,1.2175,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-03,3.1175,3.09,0.89,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-04,3.115,3.08,1.1364,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-07,3.1125,3.08,1.0552,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-08,3.115,3.08,1.1364,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-09,3.115,3.08,1.1364,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-10,3.115,3.08,1.1364,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-11,3.115,3.08,1.1364,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-14,3.1225,3.08,1.3799,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-15,3.12,3.07,1.6287,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-16,3.1175,3.08,1.2175,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-17,3.1175,3.08,1.2175,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-18,3.12,3.08,1.2987,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-21,3.115,3.08,1.1364,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-22,3.1125,3.07,1.3844,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-23,3.1125,3.08,1.0552,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-24,3.1125,3.08,1.0552,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-25,3.1125,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-28,3.1125,3.08,1.0552,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-29,3.11,3.08,0.974,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-30,3.1075,3.08,0.8929,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-05-31,3.11,3.08,0.974,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-01,3.1075,3.07,1.2215,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-04,3.105,3.07,1.1401,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-05,3.1,3.07,0.9772,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-06,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-07,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-08,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-11,3.0975,3.07,0.8958,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-12,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-13,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-14,3.0975,3.07,0.8958,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-15,3.0975,3.07,0.8958,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-18,3.0975,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-19,3.1,3.07,0.9772,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-20,3.0975,3.08,0.5682,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-21,3.1025,3.08,0.7305,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-22,3.1025,3.08,0.7305,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-25,3.1025,3.08,0.7305,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-26,3.1075,3.09,0.5663,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-27,3.115,3.09,0.8091,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-28,3.105,3.09,0.4854,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-06-29,3.105,3.09,0.4854,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-02,3.1025,3.09,0.4045,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-03,3.1025,3.09,0.4045,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-04,3.11,3.09,0.6472,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-05,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-06,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-09,3.12,0.0,0.0,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-10,3.115,3.11,0.1608,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-11,3.115,3.1,0.4839,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-12,3.12,3.1,0.6452,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-13,3.1225,3.1,0.7258,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-16,3.125,3.1,0.8065,Felisa Miceli,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-17,3.135,3.1,1.129,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-18,3.14,3.1,1.2903,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-19,3.1425,3.1,1.371,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-20,3.145,3.11,1.1254,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-23,3.1525,3.12,1.0417,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-24,3.1825,3.14,1.3535,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-25,3.205,3.17,1.1041,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-26,3.1825,3.15,1.0317,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-27,3.175,3.12,1.7628,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-30,3.1775,3.12,1.8429,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-07-31,3.1725,3.12,1.6827,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-01,3.1775,3.13,1.5176,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-02,3.1825,3.13,1.6773,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-03,3.185,3.14,1.4331,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-06,3.185,3.14,1.4331,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-07,3.185,3.14,1.4331,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-08,3.1825,3.14,1.3535,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-09,3.195,3.14,1.7516,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-10,3.195,3.15,1.4286,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-13,3.185,3.14,1.4331,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-14,3.195,3.15,1.4286,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-15,3.2075,3.15,1.8254,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-16,3.2225,3.17,1.6562,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
2007-08-17,3.205,3.15,1.746,Miguel Peirano,Hernán Martín Pérez Redrado,Intervención del INDEC,Sin Dato,Sin Dato,Sin Dato
