Fecha,Usd_blue,Usd_oficial,Var_Por,econ,bcra,misc,pres,fina,trea
2000-05-24,1.0005,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-05-25,1.0005,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-05-26,1.0004,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-05-29,1.0007,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-05-30,1.0009,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-05-31,1.001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-01,1.0007,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-02,1.0011,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-05,1.0011,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-06,1.001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-07,1.0,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-08,0.9998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-12,0.9998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-13,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-14,0.9999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-15,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-16,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-19,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-20,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-21,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-22,0.9991,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-23,0.9985,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-26,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-27,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-28,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-29,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-06-30,0.9985,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-03,0.9981,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-04,0.9981,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-05,0.9975,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-06,0.9975,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-07,0.9981,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-10,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-11,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-12,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-13,0.9986,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-14,0.998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-17,0.998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-18,0.9985,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-19,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-20,0.9983,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-21,0.9982,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-24,0.9986,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-25,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-26,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-27,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-28,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-07-31,0.9991,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-01,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-02,0.9991,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-03,0.9993,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-04,0.9985,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-07,0.9986,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-08,0.9991,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-09,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-10,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-11,0.9989,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-14,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-15,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-16,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-17,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-18,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-21,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-22,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-23,0.9993,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-24,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-25,0.9993,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-28,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-29,0.9989,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-30,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-08-31,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-01,0.998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-04,0.9989,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-05,0.9985,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-06,0.998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-07,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-08,0.9982,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-11,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-12,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-13,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-14,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-15,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-18,0.9986,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-19,0.9986,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-20,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-21,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-22,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-25,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-26,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-27,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-28,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-09-29,0.9989,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-02,0.9985,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-03,0.9982,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-04,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-05,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-06,0.9991,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-09,0.9993,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-10,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-11,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-12,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-13,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-16,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-17,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-18,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-19,0.9998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-20,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-23,0.9997,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-24,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-25,1.0002,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-26,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-27,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-30,1.0005,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-10-31,1.0,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-01,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-02,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-03,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-06,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-07,0.9998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-08,0.9997,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-09,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-10,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-13,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-14,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-15,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-16,0.9991,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-17,0.9997,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-20,0.9999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-21,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-22,0.9997,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-23,0.9999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-27,1.0002,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-28,1.0006,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-29,1.0002,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-11-30,1.0005,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-01,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-04,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-05,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-06,0.9997,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-07,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-08,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-11,1.0003,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-12,1.0005,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-13,1.0001,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-14,1.0003,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-15,1.0,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-18,1.0006,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-19,1.0005,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-20,1.0002,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-21,1.0002,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-22,1.0009,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-25,1.0009,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-26,1.0011,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-27,1.003,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-28,1.0015,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2000-12-29,1.0015,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-02,1.0012,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-03,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-04,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-05,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-08,0.9986,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-09,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-10,0.9989,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-11,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-12,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-15,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-16,0.9993,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-17,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-18,0.9989,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-19,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-22,0.9988,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-23,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-24,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-25,0.9986,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-26,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-29,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-30,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-01-31,0.9993,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-01,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-02,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-05,0.9987,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-06,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-07,0.9991,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-08,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-09,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-12,0.9983,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-13,0.999,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-14,0.998,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-15,0.9985,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-16,0.9975,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-19,0.9992,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-20,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-21,0.9995,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-22,0.9996,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-23,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-26,0.9993,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-27,0.9994,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-02-28,0.9997,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-01,1.0003,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-02,1.0005,0.0,0.0,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-05,1.0006,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-06,1.0012,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-07,1.0012,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-08,1.0011,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-09,1.0015,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-12,1.0022,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-13,1.0015,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-14,1.003,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-15,1.0035,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-16,1.008,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-19,1.012,0.0,0.0,Ricardo López Murphy,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-20,1.012,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-21,1.009,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-22,1.0055,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-23,1.005,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-26,1.002,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-27,1.003,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-28,1.002,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-29,0.9998,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-03-30,1.002,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-04-02,1.002,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-04-03,1.0,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-04-04,0.998,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2001-04-05,0.999,0.0,0.0,Domingo Cavallo,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
